Symbol,Open Price ($),Close Price ($),Highest Price ($),Lowest Price ($),Date
NVDA,26.18,26.199,26.392,25.381,2023-03-21
NVDA,26.425,26.468,27.589,26.237,2023-03-22
NVDA,27.1155,27.191,27.499,26.69,2023-03-23
NVDA,27.031,26.779,27.167,26.355,2023-03-24
NVDA,26.837,26.531,27.0,26.365,2023-03-27
NVDA,26.447,26.41,26.513,25.85,2023-03-28
NVDA,26.825,26.984,27.078,26.597,2023-03-29
NVDA,27.229,27.383,27.499,27.102,2023-03-30
NVDA,27.14,27.777,27.8343,27.105,2023-03-31
NVDA,27.509,27.965,28.0,27.336,2023-04-03
NVDA,27.966,27.453,28.0,27.307,2023-04-04
NVDA,26.829,26.881,26.998,26.395,2023-04-05
NVDA,26.584,27.037,27.08,26.427,2023-04-06
NVDA,26.823,27.579,27.621,26.669,2023-04-10
NVDA,27.7235,27.169,27.79,27.126,2023-04-11
NVDA,27.37,26.495,27.468,26.4475,2023-04-12
NVDA,26.734,26.463,26.8869,26.329,2023-04-13
NVDA,26.504,26.758,26.883,26.22,2023-04-14
NVDA,26.5655,27.002,27.006,26.4332,2023-04-17
NVDA,27.5335,27.667,28.11,27.357,2023-04-18
NVDA,27.361,27.931,28.0,27.232,2023-04-19
NVDA,27.671,27.104,28.03,27.0,2023-04-20
NVDA,26.952,27.119,27.183,26.722,2023-04-21
NVDA,27.013,27.042,27.366,26.671,2023-04-24
NVDA,27.078,26.241,27.247,26.225,2023-04-25
NVDA,27.002,26.956,27.33,26.7051,2023-04-26
NVDA,27.363,27.226,27.495,26.625,2023-04-27
NVDA,27.225,27.749,27.758,27.0715,2023-04-28
NVDA,27.84,28.91,29.0584,27.78,2023-05-01
NVDA,28.68,28.21,28.836,28.083,2023-05-02
NVDA,27.84,27.802,28.367,27.472,2023-05-03
NVDA,27.651,27.562,27.859,27.24,2023-05-04
NVDA,27.8255,28.68,28.755,27.731,2023-05-05
NVDA,28.522,29.151,29.22,28.35,2023-05-08
NVDA,28.899,28.571,28.973,28.45,2023-05-09
NVDA,29.005,28.885,29.113,28.4613,2023-05-10
NVDA,28.896,28.578,28.95,28.246,2023-05-11
NVDA,28.529,28.34,28.78,28.046,2023-05-12
NVDA,28.5085,28.953,28.969,28.152,2023-05-15
NVDA,28.841,29.213,29.87,28.832,2023-05-16
NVDA,29.584,30.178,30.199,29.43,2023-05-17
NVDA,30.41,31.678,31.828,30.32,2023-05-18
NVDA,31.536,31.264,31.58,30.916,2023-05-19
NVDA,30.901,31.176,31.52,30.68,2023-05-22
NVDA,31.0,30.688,31.288,30.631,2023-05-23
NVDA,30.21,30.538,30.607,29.806,2023-05-24
NVDA,38.523,37.98,39.48,36.635,2023-05-25
NVDA,37.89,38.946,39.17,37.55,2023-05-26
NVDA,40.595,40.111,41.938,39.949,2023-05-30
NVDA,39.488,37.834,40.295,37.822,2023-05-31
NVDA,38.489,39.77,40.05,38.34,2023-06-01
NVDA,40.097,39.327,40.5,39.058,2023-06-02
NVDA,38.909,39.171,39.565,38.707,2023-06-05
NVDA,38.83,38.654,39.16,38.148,2023-06-06
NVDA,38.915,37.475,39.499,37.356,2023-06-07
NVDA,37.724,38.51,38.864,37.505,2023-06-08
NVDA,39.037,38.77,39.711,38.567,2023-06-09
NVDA,39.2,39.482,39.53,38.618,2023-06-12
NVDA,40.186,41.022,41.101,39.74,2023-06-13
NVDA,40.824,42.997,43.0,40.552,2023-06-14
NVDA,42.602,42.653,43.289,42.147,2023-06-15
NVDA,43.45,42.692,43.721,42.6605,2023-06-16
NVDA,42.998,43.808,43.99,42.674,2023-06-20
NVDA,43.501,43.045,43.615,42.08,2023-06-21
NVDA,42.253,43.025,43.4255,42.234,2023-06-22
NVDA,42.464,42.209,42.809,42.015,2023-06-23
NVDA,42.461,40.632,42.764,40.1,2023-06-26
NVDA,40.799,41.876,41.94,40.448,2023-06-27
NVDA,40.66,41.117,41.845,40.518,2023-06-28
NVDA,41.558,40.822,41.6,40.6,2023-06-29
NVDA,41.68,42.302,42.55,41.501,2023-06-30
NVDA,42.517,42.413,42.898,42.202,2023-07-03
NVDA,42.135,42.317,43.177,42.085,2023-07-05
NVDA,41.844,42.103,42.179,41.346,2023-07-06
NVDA,42.322,42.503,43.214,42.18,2023-07-07
NVDA,42.657,42.18,42.811,41.649,2023-07-10
NVDA,42.481,42.405,42.758,42.067,2023-07-11
NVDA,43.033,43.902,43.935,42.7773,2023-07-12
NVDA,44.518,45.977,46.155,44.492,2023-07-13
NVDA,46.5828,45.469,48.088,45.06,2023-07-14
NVDA,46.289,46.461,46.496,45.2624,2023-07-17
NVDA,46.701,47.494,47.896,45.734,2023-07-18
NVDA,47.464,47.077,47.818,46.742,2023-07-19
NVDA,46.507,45.52,47.087,45.062,2023-07-20
NVDA,45.788,44.309,45.866,44.1,2023-07-21
NVDA,44.731,44.612,45.109,44.04,2023-07-24
NVDA,44.941,45.679,46.1825,44.923,2023-07-25
NVDA,46.021,45.452,46.053,44.63,2023-07-26
NVDA,46.519,45.9,47.395,45.75,2023-07-27
NVDA,46.668,46.75,47.027,46.381,2023-07-28
NVDA,46.754,46.729,47.13,46.506,2023-07-31
NVDA,46.4595,46.507,46.9,46.027,2023-08-01
NVDA,45.831,44.269,45.84,43.387,2023-08-02
NVDA,43.8,44.515,45.118,43.8,2023-08-03
NVDA,44.985,44.68,45.642,44.393,2023-08-04
NVDA,45.111,45.4165,45.54,44.5635,2023-08-07
NVDA,44.853,44.664,45.242,44.056,2023-08-08
NVDA,44.274,42.554,44.312,42.134,2023-08-09
NVDA,42.16,42.388,43.574,41.835,2023-08-10
NVDA,41.751,40.855,42.018,40.639,2023-08-11
NVDA,40.486,43.753,43.8,40.311,2023-08-14
NVDA,44.56,43.94,45.268,43.71,2023-08-15
NVDA,44.52,43.486,44.675,43.406,2023-08-16
NVDA,43.97,43.3435,44.062,43.001,2023-08-17
NVDA,42.635,43.299,43.578,41.66,2023-08-18
NVDA,44.494,46.967,47.065,44.222,2023-08-21
NVDA,48.135,45.668,48.187,45.3331,2023-08-22
NVDA,45.866,47.116,47.2,45.208,2023-08-23
NVDA,50.216,47.163,50.266,47.159,2023-08-24
NVDA,47.012,46.018,47.805,45.024,2023-08-25
NVDA,46.482,46.835,46.98,44.888,2023-08-28
NVDA,46.666,48.784,49.081,46.391,2023-08-29
NVDA,49.044,49.264,49.927,48.425,2023-08-30
NVDA,49.38,49.355,49.744,48.958,2023-08-31
NVDA,49.762,48.509,49.8,48.1416,2023-09-01
NVDA,48.223,48.548,48.8508,47.86,2023-09-05
NVDA,48.441,47.061,48.549,46.58,2023-09-06
NVDA,45.525,46.241,46.344,45.152,2023-09-07
NVDA,45.942,45.572,46.606,45.271,2023-09-08
NVDA,46.148,45.178,46.163,44.312,2023-09-11
NVDA,44.738,44.87,45.673,44.531,2023-09-12
NVDA,44.6,45.485,45.93,44.503,2023-09-13
NVDA,45.95,45.581,45.987,45.131,2023-09-14
NVDA,45.341,43.9,45.599,43.808,2023-09-15
NVDA,42.748,43.966,44.242,42.0,2023-09-18
NVDA,43.833,43.52,43.966,43.002,2023-09-19
NVDA,43.6,42.239,43.903,42.223,2023-09-20
NVDA,41.583,41.017,42.1,40.98,2023-09-21
NVDA,41.572,41.61,42.115,41.231,2023-09-22
NVDA,41.591,42.222,42.536,41.177,2023-09-25
NVDA,42.001,41.911,42.82,41.655,2023-09-26
NVDA,42.33,42.468,42.872,41.629,2023-09-27
NVDA,42.46,43.089,43.4463,42.115,2023-09-28
NVDA,43.827,43.499,44.144,43.3069,2023-09-29
NVDA,44.03,44.782,45.175,43.861,2023-10-02
NVDA,44.808,43.517,45.13,43.246,2023-10-03
NVDA,43.742,44.041,44.143,43.292,2023-10-04
NVDA,44.05,44.688,44.9,43.888,2023-10-05
NVDA,44.193,45.762,45.789,44.026,2023-10-06
NVDA,44.842,45.273,45.605,44.368,2023-10-09
NVDA,45.31,45.798,46.259,45.088,2023-10-10
NVDA,46.196,46.806,46.859,46.05,2023-10-11
NVDA,46.777,46.945,47.609,46.33,2023-10-12
NVDA,46.96,45.461,47.116,45.28,2023-10-13
NVDA,45.063,46.095,46.225,44.912,2023-10-16
NVDA,44.0,43.938,44.754,42.48,2023-10-17
NVDA,42.591,42.196,43.219,41.825,2023-10-18
NVDA,42.811,42.101,43.297,41.882,2023-10-19
NVDA,41.89,41.387,42.47,41.078,2023-10-20
NVDA,41.229,42.975,43.248,40.945,2023-10-23
NVDA,43.077,43.663,43.697,42.691,2023-10-24
NVDA,43.398,41.779,43.65,41.555,2023-10-25
NVDA,41.853,40.326,42.2556,39.8802,2023-10-26
NVDA,41.13,40.5,41.206,40.015,2023-10-27
NVDA,41.087,41.161,42.282,40.481,2023-10-30
NVDA,40.45,40.78,40.879,39.23,2023-10-31
NVDA,40.884,42.325,42.381,40.869,2023-11-01
NVDA,43.328,43.506,43.884,42.894,2023-11-02
NVDA,44.02,45.005,45.309,43.723,2023-11-03
NVDA,45.2845,45.751,45.935,44.899,2023-11-06
NVDA,45.719,45.955,46.218,45.1575,2023-11-07
NVDA,46.1,46.574,46.867,45.968,2023-11-08
NVDA,47.467,46.95,48.23,46.75,2023-11-09
NVDA,47.5,48.335,48.472,47.283,2023-11-10
NVDA,48.32,48.62,49.116,48.099,2023-11-13
NVDA,49.68,49.656,49.834,49.04,2023-11-14
NVDA,49.935,48.888,49.96,48.2,2023-11-15
NVDA,48.679,49.48,49.5247,48.33,2023-11-16
NVDA,49.524,49.298,49.717,49.007,2023-11-17
NVDA,49.312,50.409,50.548,49.181,2023-11-20
NVDA,50.126,49.944,50.517,49.222,2023-11-21
NVDA,49.852,48.716,50.3349,47.69,2023-11-22
NVDA,48.47,47.776,48.921,47.745,2023-11-24
NVDA,47.8,48.242,48.53,47.652,2023-11-27
NVDA,48.236,47.821,48.3229,47.473,2023-11-28
NVDA,48.379,48.14,48.762,47.86,2023-11-29
NVDA,48.024,46.77,48.11,46.422,2023-11-30
NVDA,46.525,46.765,47.2,46.187,2023-12-01
NVDA,46.077,45.51,46.077,45.01,2023-12-04
NVDA,45.466,46.566,46.6,45.271,2023-12-05
NVDA,47.2145,45.503,47.387,45.412,2023-12-06
NVDA,45.7,46.596,46.629,45.604,2023-12-07
NVDA,46.595,47.506,47.7409,46.55,2023-12-08
NVDA,47.491,46.627,47.531,45.83,2023-12-11
NVDA,46.046,47.657,47.666,46.046,2023-12-12
NVDA,47.629,48.088,48.594,47.608,2023-12-13
NVDA,48.39,48.35,48.67,47.422,2023-12-14
NVDA,48.194,48.89,49.404,48.12,2023-12-15
NVDA,49.4,50.077,50.433,49.15,2023-12-18
NVDA,49.424,49.604,49.7,48.895,2023-12-19
NVDA,49.655,48.111,49.999,48.098,2023-12-20
NVDA,48.811,48.99,49.095,48.419,2023-12-21
NVDA,49.195,48.83,49.383,48.467,2023-12-22
NVDA,48.968,49.279,49.6,48.96,2023-12-26
NVDA,49.511,49.417,49.68,49.085,2023-12-27
NVDA,49.643,49.522,49.884,49.412,2023-12-28
NVDA,49.813,49.522,49.997,48.751,2023-12-29
NVDA,49.244,48.168,49.295,47.595,2024-01-02
NVDA,47.485,47.569,48.1841,47.32,2024-01-03
NVDA,47.767,47.998,48.5,47.508,2024-01-04
NVDA,48.462,49.097,49.547,48.306,2024-01-05
NVDA,49.512,52.253,52.275,49.479,2024-01-08
NVDA,52.401,53.14,54.325,51.69,2024-01-09
NVDA,53.616,54.35,54.6,53.489,2024-01-10
NVDA,54.999,54.822,55.346,53.56,2024-01-11
NVDA,54.62,54.71,54.97,54.3301,2024-01-12
NVDA,55.018,56.382,56.835,54.9,2024-01-16
NVDA,56.347,56.053,56.4707,54.74,2024-01-17
NVDA,57.26,57.107,57.6,56.107,2024-01-18
NVDA,57.989,59.491,59.5,57.225,2024-01-19
NVDA,60.049,59.654,60.331,59.07,2024-01-22
NVDA,59.57,59.873,59.91,58.585,2024-01-23
NVDA,60.304,61.362,62.849,59.938,2024-01-24
NVDA,62.35,61.617,62.719,60.85,2024-01-25
NVDA,60.96,61.031,61.783,60.573,2024-01-26
NVDA,61.232,62.465,62.489,60.907,2024-01-29
NVDA,62.9,62.774,63.493,62.26,2024-01-30
NVDA,61.44,61.527,62.269,60.7,2024-01-31
NVDA,62.1,63.027,63.191,61.65,2024-02-01
NVDA,63.974,66.16,66.6,63.69,2024-02-02
NVDA,68.225,69.332,69.497,67.205,2024-02-05
NVDA,69.63,68.223,69.754,66.3,2024-02-06
NVDA,68.319,70.099,70.22,67.6,2024-02-07
NVDA,70.074,69.641,70.794,69.455,2024-02-08
NVDA,70.533,72.133,72.185,70.212,2024-02-09
NVDA,72.6,72.248,74.611,71.25,2024-02-12
NVDA,70.4,72.128,73.45,69.62,2024-02-13
NVDA,73.202,73.9,74.236,71.938,2024-02-14
NVDA,73.869,72.658,73.975,72.4,2024-02-15
NVDA,74.1,72.613,74.402,72.501,2024-02-16
NVDA,71.947,69.452,71.956,67.734,2024-02-20
NVDA,68.006,67.472,68.888,66.248,2024-02-21
NVDA,75.025,78.538,78.575,74.22,2024-02-22
NVDA,80.79,78.817,82.394,77.57,2024-02-23
NVDA,79.7,79.092,80.646,78.505,2024-02-26
NVDA,79.381,78.701,79.48,77.162,2024-02-27
NVDA,77.62,77.663,78.933,77.125,2024-02-28
NVDA,79.094,79.112,79.99,78.35,2024-02-29
NVDA,80.0,82.279,82.3,79.435,2024-03-01
NVDA,84.13,85.237,87.695,83.719,2024-03-04
NVDA,85.27,85.964,86.097,83.417,2024-03-05
NVDA,88.022,88.7,89.724,87.03,2024-03-06
NVDA,90.158,92.669,92.767,89.602,2024-03-07
NVDA,95.1379,87.528,97.4,86.506,2024-03-08
NVDA,86.429,85.774,88.797,84.166,2024-03-11
NVDA,88.049,91.913,91.96,86.1501,2024-03-12
NVDA,91.055,90.888,91.504,88.435,2024-03-13
NVDA,89.577,87.944,90.646,86.6,2024-03-14
NVDA,86.93,87.8365,89.546,86.257,2024-03-15
NVDA,90.388,88.455,92.405,87.085,2024-03-18
NVDA,86.7,89.398,90.544,85.01,2024-03-19
NVDA,89.797,90.372,90.41,88.223,2024-03-20
NVDA,92.3,91.435,92.648,90.405,2024-03-21
NVDA,91.141,94.289,94.778,90.834,2024-03-22
NVDA,93.941,95.002,96.766,93.51,2024-03-25
NVDA,95.851,92.561,96.375,92.502,2024-03-26
NVDA,93.112,90.25,93.24,89.123,2024-03-27
NVDA,90.0,90.356,91.3,89.193,2024-03-28
NVDA,90.299,90.363,92.225,89.204,2024-04-01
NVDA,88.448,89.452,90.094,87.62,2024-04-02
NVDA,88.484,88.964,90.374,88.4,2024-04-03
NVDA,90.406,85.905,90.634,85.88,2024-04-04
NVDA,86.866,88.008,88.481,85.926,2024-04-05
NVDA,88.7,87.133,88.83,86.732,2024-04-08
NVDA,87.442,85.354,87.635,83.022,2024-04-09
NVDA,83.926,87.039,87.4,83.709,2024-04-10
NVDA,87.42,90.616,90.739,86.926,2024-04-11
NVDA,89.699,88.186,90.175,87.53,2024-04-12
NVDA,89.098,86.001,90.613,85.929,2024-04-15
NVDA,86.4325,87.415,88.118,86.0639,2024-04-16
NVDA,88.34,84.035,88.775,83.95,2024-04-17
NVDA,84.97,84.671,86.19,82.402,2024-04-18
NVDA,83.15,76.2,84.324,75.606,2024-04-19
NVDA,78.104,79.518,80.073,76.4,2024-04-22
NVDA,80.769,82.423,82.769,80.264,2024-04-23
NVDA,83.95,79.677,84.082,79.183,2024-04-24
NVDA,78.868,82.632,83.323,78.223,2024-04-25
NVDA,83.818,87.735,88.3309,83.387,2024-04-26
NVDA,87.595,87.757,87.992,85.266,2024-04-29
NVDA,87.24,86.402,88.819,86.3,2024-04-30
NVDA,85.077,83.041,86.0,81.2546,2024-05-01
NVDA,84.449,85.817,86.237,83.2,2024-05-02
NVDA,87.789,88.789,89.281,87.04,2024-05-03
NVDA,89.39,92.14,92.22,89.055,2024-05-06
NVDA,91.098,90.554,91.781,89.011,2024-05-07
NVDA,89.4825,90.412,91.194,89.42,2024-05-08
NVDA,90.529,88.747,91.072,88.231,2024-05-09
NVDA,90.3045,89.878,91.401,89.227,2024-05-10
NVDA,90.478,90.399,90.998,88.529,2024-05-13
NVDA,89.599,91.356,91.651,88.934,2024-05-14
NVDA,92.472,94.63,94.862,91.599,2024-05-15
NVDA,94.91,94.359,95.819,94.103,2024-05-16
NVDA,94.369,92.479,94.74,91.806,2024-05-17
NVDA,93.75,94.78,95.2,93.44,2024-05-20
NVDA,93.599,95.386,95.4,93.18,2024-05-21
NVDA,95.459,94.95,96.02,93.249,2024-05-22
NVDA,102.028,103.799,106.32,101.52,2024-05-23
NVDA,104.449,106.469,106.475,103.0,2024-05-24
NVDA,110.244,113.901,114.939,109.883,2024-05-28
NVDA,113.05,114.825,115.492,110.901,2024-05-29
NVDA,114.65,110.5,115.8192,109.663,2024-05-30
NVDA,112.52,109.633,112.717,106.94,2024-05-31
NVDA,113.621,115.0,115.0,112.003,2024-06-03
NVDA,115.716,116.437,116.6,114.045,2024-06-04
NVDA,118.371,122.44,122.4495,117.468,2024-06-05
NVDA,124.048,120.998,125.587,118.32,2024-06-06
NVDA,119.77,120.888,121.6917,118.022,2024-06-07
NVDA,120.37,121.79,123.1,117.01,2024-06-10
NVDA,121.77,120.91,122.87,118.74,2024-06-11
NVDA,123.06,125.2,126.88,122.57,2024-06-12
NVDA,129.39,129.61,129.8,127.16,2024-06-13
NVDA,129.96,131.88,132.84,128.32,2024-06-14
NVDA,132.99,130.98,133.73,129.58,2024-06-17
NVDA,131.14,135.58,136.33,130.69,2024-06-18
NVDA,139.8,130.78,140.76,129.52,2024-06-20
NVDA,127.12,126.57,130.63,124.3,2024-06-21
NVDA,123.24,118.11,124.46,118.04,2024-06-24
NVDA,121.2,126.09,126.5,119.32,2024-06-25
NVDA,126.13,126.4,128.12,122.6,2024-06-26
NVDA,124.1,123.99,126.41,122.92,2024-06-27
NVDA,124.58,123.54,127.71,122.75,2024-06-28
NVDA,123.47,124.3,124.84,118.83,2024-07-01
NVDA,121.13,122.67,123.41,121.03,2024-07-02
NVDA,121.66,128.28,128.28,121.36,2024-07-03
NVDA,127.38,125.83,128.85,125.68,2024-07-05
NVDA,127.49,128.2,130.77,127.04,2024-07-08
NVDA,130.35,131.38,133.82,128.65,2024-07-09
NVDA,134.03,134.91,135.1,132.42,2024-07-10
C:EURUSD,1.06849,1.0793,1.0793,1.06788,2023-01-01
C:EURUSD,1.07027,1.06764,1.071,1.0645,2023-01-02
C:EURUSD,1.06765,1.0545,1.0681,1.0518,2023-01-03
C:EURUSD,1.05453,1.0605,1.06353,1.0544,2023-01-04
C:EURUSD,1.06056,1.05211,1.0632,1.05138,2023-01-05
C:EURUSD,1.05209,1.0661,1.0662,1.04829,2023-01-06
C:EURUSD,1.0644,1.0662,1.0662,1.0644,2023-01-07
C:EURUSD,1.06408,1.06626,1.06627,1.06307,2023-01-08
C:EURUSD,1.06624,1.07325,1.0761,1.065,2023-01-09
C:EURUSD,1.07325,1.07383,1.07593,1.071,2023-01-10
C:EURUSD,1.07382,1.07655,1.07763,1.0724,2023-01-11
C:EURUSD,1.07656,1.08598,1.0867,1.07296,2023-01-12
C:EURUSD,1.08597,1.0845,1.08682,1.07799,2023-01-13
C:EURUSD,1.0847,1.0842,1.0847,1.0842,2023-01-14
C:EURUSD,1.08278,1.08223,1.08349,1.08161,2023-01-15
C:EURUSD,1.08225,1.08294,1.08741,1.08,2023-01-16
C:EURUSD,1.083,1.07893,1.08693,1.0773,2023-01-17
C:EURUSD,1.07894,1.07972,1.08874,1.0766,2023-01-18
C:EURUSD,1.07979,1.0832,1.084,1.0781,2023-01-19
C:EURUSD,1.08335,1.0875,1.0876,1.0801,2023-01-20
C:EURUSD,1.0876,1.0876,1.0876,1.0876,2023-01-21
C:EURUSD,1.0843,1.08639,1.08728,1.0843,2023-01-22
C:EURUSD,1.0864,1.08713,1.09266,1.0845,2023-01-23
C:EURUSD,1.08711,1.08897,1.08982,1.0835,2023-01-24
C:EURUSD,1.08896,1.09205,1.09235,1.0856,2023-01-25
C:EURUSD,1.09206,1.0892,1.09296,1.085,2023-01-26
C:EURUSD,1.08931,1.087,1.09001,1.0837,2023-01-27
C:EURUSD,1.0872,1.0871,1.0872,1.0871,2023-01-28
C:EURUSD,1.0862,1.08715,1.08725,1.08616,2023-01-29
C:EURUSD,1.08716,1.0849,1.0914,1.0838,2023-01-30
C:EURUSD,1.08501,1.08603,1.0875,1.0801,2023-01-31
C:EURUSD,1.08602,1.10127,1.10327,1.0851,2023-02-01
C:EURUSD,1.10128,1.09044,1.10272,1.08854,2023-02-02
C:EURUSD,1.09043,1.0825,1.09401,1.07892,2023-02-03
C:EURUSD,1.0827,1.0822,1.0827,1.0822,2023-02-04
C:EURUSD,1.07844,1.07891,1.07979,1.07801,2023-02-05
C:EURUSD,1.0789,1.0729,1.0799,1.0708,2023-02-06
C:EURUSD,1.07291,1.07301,1.07666,1.0668,2023-02-07
C:EURUSD,1.07306,1.07154,1.07608,1.07051,2023-02-08
C:EURUSD,1.07153,1.07389,1.0791,1.0708,2023-02-09
C:EURUSD,1.07395,1.0699,1.07531,1.0665,2023-02-10
C:EURUSD,1.0701,1.0696,1.0701,1.0696,2023-02-11
C:EURUSD,1.06657,1.07307,1.0733,1.0661,2023-02-13
C:EURUSD,1.07306,1.0735,1.0805,1.07062,2023-02-14
C:EURUSD,1.07351,1.06912,1.07444,1.066,2023-02-15
C:EURUSD,1.0691,1.06654,1.07224,1.0653,2023-02-16
C:EURUSD,1.06652,1.0718,1.0722,1.0612,2023-02-17
C:EURUSD,1.072,1.0715,1.072,1.0715,2023-02-18
C:EURUSD,1.06798,1.06838,1.06932,1.06798,2023-02-19
C:EURUSD,1.06839,1.06819,1.07047,1.0669,2023-02-20
C:EURUSD,1.06822,1.06515,1.0698,1.0636,2023-02-21
C:EURUSD,1.06514,1.06051,1.06641,1.0598,2023-02-22
C:EURUSD,1.06054,1.05972,1.0628,1.0576,2023-02-23
C:EURUSD,1.05973,1.0583,1.06144,1.0534,2023-02-24
C:EURUSD,1.0584,1.0571,1.0584,1.0571,2023-02-25
C:EURUSD,1.05397,1.05531,1.05549,1.05397,2023-02-26
C:EURUSD,1.05531,1.06093,1.06197,1.0531,2023-02-27
C:EURUSD,1.06093,1.05766,1.0645,1.0569,2023-02-28
C:EURUSD,1.05765,1.06688,1.0692,1.0564,2023-03-01
C:EURUSD,1.06684,1.05985,1.0673,1.0575,2023-03-02
C:EURUSD,1.0598,1.0648,1.0649,1.05879,2023-03-03
C:EURUSD,1.0649,1.0649,1.0649,1.0649,2023-03-04
C:EURUSD,1.06146,1.06254,1.06288,1.06123,2023-03-05
